task_id,x,y,priority,strategy,scenario,seed
task_001,0.000,2.000,1,big_mrta,robot_failure,7
task_002,-6.000,6.000,3,big_mrta,robot_failure,7
task_003,6.000,-1.500,3,big_mrta,robot_failure,7
task_004,0.000,-7.000,2,big_mrta,robot_failure,7
task_005,6.000,-6.000,2,big_mrta,robot_failure,7
task_006,5.000,2.000,1,big_mrta,robot_failure,7
task_007,4.000,6.000,1,big_mrta,robot_failure,7
task_008,3.000,2.000,1,big_mrta,robot_failure,7
task_009,6.000,6.000,2,big_mrta,robot_failure,7
task_010,-1.000,-6.000,3,big_mrta,robot_failure,7
task_011,0.000,-6.000,1,big_mrta,robot_failure,7
task_012,-5.000,-2.000,1,big_mrta,robot_failure,7
task_013,0.000,6.000,1,big_mrta,robot_failure,7
task_014,-6.000,7.000,2,big_mrta,robot_failure,7
task_015,-5.000,0.000,2,big_mrta,robot_failure,7
task_016,-6.000,-6.000,2,big_mrta,robot_failure,7
task_017,-5.000,2.000,3,big_mrta,robot_failure,7
task_018,-6.000,-1.500,2,big_mrta,robot_failure,7
task_019,4.000,-6.000,3,big_mrta,robot_failure,7
task_020,6.000,-4.000,1,big_mrta,robot_failure,7
task_021,6.000,1.500,2,big_mrta,robot_failure,7
task_022,-2.000,-4.000,1,big_mrta,robot_failure,7
task_023,3.000,-2.000,3,big_mrta,robot_failure,7
task_024,-6.000,1.500,2,big_mrta,robot_failure,7
task_025,0.000,-2.000,2,big_mrta,robot_failure,7
