task_id,x,y,priority,strategy,scenario,seed
task_001,0.000,7.000,3,consensus_dbta,robot_failure,12
task_002,-5.000,2.000,2,consensus_dbta,robot_failure,12
task_003,-3.000,2.000,2,consensus_dbta,robot_failure,12
task_004,-6.000,-4.000,3,consensus_dbta,robot_failure,12
task_005,6.000,-4.000,3,consensus_dbta,robot_failure,12
task_006,5.000,2.000,1,consensus_dbta,robot_failure,12
task_007,3.000,-2.000,3,consensus_dbta,robot_failure,12
task_008,6.000,1.500,3,consensus_dbta,robot_failure,12
task_009,3.000,2.000,1,consensus_dbta,robot_failure,12
task_010,-1.000,-6.000,3,consensus_dbta,robot_failure,12
task_011,0.000,6.000,2,consensus_dbta,robot_failure,12
task_012,-2.000,7.000,2,consensus_dbta,robot_failure,12
task_013,2.000,7.000,3,consensus_dbta,robot_failure,12
task_014,0.000,-6.000,1,consensus_dbta,robot_failure,12
task_015,4.000,-6.000,1,consensus_dbta,robot_failure,12
task_016,-4.000,6.000,3,consensus_dbta,robot_failure,12
task_017,4.000,6.000,3,consensus_dbta,robot_failure,12
task_018,-6.000,6.000,1,consensus_dbta,robot_failure,12
task_019,6.000,6.000,2,consensus_dbta,robot_failure,12
task_020,5.000,-2.000,2,consensus_dbta,robot_failure,12
task_021,6.000,7.000,1,consensus_dbta,robot_failure,12
task_022,0.000,-2.000,3,consensus_dbta,robot_failure,12
task_023,-6.000,-1.500,1,consensus_dbta,robot_failure,12
task_024,-4.000,-6.000,1,consensus_dbta,robot_failure,12
task_025,2.000,-4.000,2,consensus_dbta,robot_failure,12
